id,day,name,meal,category,item
1901,2023-03-10,Cowell,Lunch,Pizza,Cheese Pizza
1902,2023-03-10,Cowell,Lunch,Pizza,Linguisa Pizza
1903,2023-03-10,Cowell,Lunch,Clean Plate,Steamed Rice
1904,2023-03-10,Cowell,Lunch,Bakery,Cream Cheese Swirled Brownie
1905,2023-03-10,Cowell,Lunch,Open Bars,BAR Wings
1906,2023-03-10,Cowell,Lunch,Open Bars,BBQ Wings
1907,2023-03-10,Cowell,Lunch,Open Bars,Baked Beans
1908,2023-03-10,Cowell,Lunch,Open Bars,Condiments
1909,2023-03-10,Cowell,Lunch,Open Bars,Hawaiian Coleslaw
1910,2023-03-10,Cowell,Lunch,Open Bars,Hot 'N Spicy Wings
1911,2023-03-10,Cowell,Lunch,Open Bars,Teriyaki Glazed Wings
1912,2023-03-10,Cowell,Lunch,Open Bars,Vegan Tenders
1913,2023-03-10,Cowell,Lunch,DH Baked,Sugar Cookie
1914,2023-03-10,Cowell,Dinner,Soups,Chicken Spaetzle Soup
1915,2023-03-10,Cowell,Dinner,Soups,Chipotle Cuban Black Bean Soup
1916,2023-03-10,Cowell,Dinner,Entrees,Roasted Cauliflower
1917,2023-03-10,Cowell,Dinner,Entrees,Spicy Garbanzo and Vegetable Stir Fry
1918,2023-03-10,Cowell,Dinner,Entrees,Steamed Rice
1919,2023-03-10,Cowell,Dinner,Entrees,Sustainable Scampi with Tomato and Spinach
1920,2023-03-10,Cowell,Dinner,Grill,Allergen Free Halal Chicken Thigh
1921,2023-03-10,Cowell,Dinner,Grill,Tofu with Kosher Salt
1922,2023-03-10,Cowell,Dinner,Pizza,Cheese Pizza
1923,2023-03-10,Cowell,Dinner,Pizza,Linguisa Pizza
1924,2023-03-10,Cowell,Dinner,Clean Plate,Steamed Rice
1925,2023-03-10,Cowell,Dinner,Bakery,Chocolate Cream Pie
1926,2023-03-10,Cowell,Dinner,Bakery,White Cake with Chocolate Frosting
1927,2023-03-10,Cowell,Dinner,Open Bars,BAR Yakisoba Noodles
1928,2023-03-10,Cowell,Dinner,Open Bars,Char Siu Chicken
1929,2023-03-10,Cowell,Dinner,Open Bars,Char Siu Gardein
1930,2023-03-10,Cowell,Dinner,Open Bars,Char Siu Sauce
1931,2023-03-10,Cowell,Dinner,Open Bars,Condiments
1932,2023-03-10,Cowell,Dinner,Open Bars,Sauteed Bok Choy and Carrots with Sesame
1933,2023-03-10,Cowell,Dinner,Open Bars,Sesame Yakisoba Noodles
1934,2023-03-10,Cowell,Late Night,Grill,Allergen Free Halal Chicken Thigh
1935,2023-03-10,Cowell,Late Night,Grill,Beef and Lamb Gyro
1936,2023-03-10,Cowell,Late Night,Grill,Couscous & Tomato Salad
1937,2023-03-10,Cowell,Late Night,Grill,Tofu with Kosher Salt
1938,2023-03-10,Cowell,Late Night,Pizza,Cheese Pizza
1939,2023-03-10,Cowell,Late Night,Pizza,Linguisa Pizza
1940,2023-03-10,Cowell,Late Night,Open Bars,BAR Yakisoba Noodles
1941,2023-03-10,Cowell,Late Night,Open Bars,Char Siu Chicken
1942,2023-03-10,Cowell,Late Night,Open Bars,Char Siu Gardein
1943,2023-03-10,Cowell,Late Night,Open Bars,Char Siu Sauce
1944,2023-03-10,Cowell,Late Night,Open Bars,Condiments
1945,2023-03-10,Cowell,Late Night,Open Bars,Sauteed Bok Choy and Carrots with Sesame
1946,2023-03-10,Cowell,Late Night,Open Bars,Sesame Yakisoba Noodles
1947,2023-03-10,Cowell,Late Night,DH Baked,Mint Condition Pacific Cookie Co.
1948,2023-03-10,Cowell,Late Night,DH Baked,Sugar Cookie
1949,2023-03-10,Merrill,Breakfast,Breakfast,Biscuit and Gravy
1950,2023-03-10,Merrill,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1951,2023-03-10,Merrill,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1952,2023-03-10,Merrill,Breakfast,Breakfast,Sausage Patties
1953,2023-03-10,Merrill,Breakfast,Breakfast,"Sweet Potato, Black Bean, and Kale Hash"
1954,2023-03-10,Merrill,Breakfast,Breakfast,Tater Tots
1955,2023-03-10,Merrill,Breakfast,Entrees,Cage-Free Scrambled Eggs
1956,2023-03-10,Merrill,Breakfast,Clean Plate,Steamed Rice
1957,2023-03-10,Merrill,Breakfast,Bakery,House Baked Cinnamon Rolls
1958,2023-03-10,Merrill,Breakfast,Bakery,Maple Pecan Breakfast Bar
1959,2023-03-10,Merrill,Breakfast,Bakery,Strawberry Crunch Breakfast Bar
1960,2023-03-10,Merrill,Lunch,Soups,Organic Kale and Sweet Potato Soup
1961,2023-03-10,Merrill,Lunch,Soups,Turkey Noodle Soup
1962,2023-03-10,Merrill,Lunch,Entrees,Grilled Huli Huli Chicken
1963,2023-03-10,Merrill,Lunch,Entrees,Hawaiian Coleslaw
1964,2023-03-10,Merrill,Lunch,Entrees,Roasted Zucchini and Peppers
1965,2023-03-10,Merrill,Lunch,Entrees,Sticky Rice
1966,2023-03-10,Merrill,Lunch,Entrees,Teriyaki Tofu
1967,2023-03-10,Merrill,Lunch,Grill,Allergen Free Halal Chicken Thigh
1968,2023-03-10,Merrill,Lunch,Grill,Tofu with Kosher Salt
1969,2023-03-10,Merrill,Lunch,Pizza,Bacon and Ranch Pizza
1970,2023-03-10,Merrill,Lunch,Pizza,Cheese Pizza
1971,2023-03-10,Merrill,Lunch,Clean Plate,Steamed Rice
1972,2023-03-10,Merrill,Lunch,Bakery,Cream Cheese Swirled Brownie
1973,2023-03-10,Merrill,Lunch,Open Bars,Chicken For Pho
1974,2023-03-10,Merrill,Lunch,Open Bars,Condiments
1975,2023-03-10,Merrill,Lunch,Open Bars,Pho Rice Noodle
1976,2023-03-10,Merrill,Lunch,Open Bars,Steamed Bok Choy
1977,2023-03-10,Merrill,Lunch,Open Bars,Tofu For Pho
1978,2023-03-10,Merrill,Lunch,Open Bars,Vietnamese Pho Broth
1979,2023-03-10,Merrill,Lunch,Open Bars,Vietnamese Pho Noodle Bar
1980,2023-03-10,Merrill,Lunch,DH Baked,Sugar Cookie
1981,2023-03-10,Merrill,Dinner,Soups,Organic Kale and Sweet Potato Soup
1982,2023-03-10,Merrill,Dinner,Soups,Turkey Noodle Soup
1983,2023-03-10,Merrill,Dinner,Entrees,Asian Baked Tofu
1984,2023-03-10,Merrill,Dinner,Entrees,Honey Sesame Cod
1985,2023-03-10,Merrill,Dinner,Entrees,Roasted Broccoli Rabe
1986,2023-03-10,Merrill,Dinner,Entrees,Steamed Brown Rice
1987,2023-03-10,Merrill,Dinner,Grill,Allergen Free Halal Chicken Thigh
1988,2023-03-10,Merrill,Dinner,Grill,Tofu with Kosher Salt
1989,2023-03-10,Merrill,Dinner,Pizza,Bacon and Ranch Pizza
1990,2023-03-10,Merrill,Dinner,Pizza,Cheese Pizza
1991,2023-03-10,Merrill,Dinner,Clean Plate,Steamed Rice
1992,2023-03-10,Merrill,Dinner,Bakery,Chocolate Cream Pie
1993,2023-03-10,Merrill,Dinner,Bakery,White Cake with Chocolate Frosting
1994,2023-03-10,Merrill,Dinner,Open Bars,BBQ Shredded Pork
1995,2023-03-10,Merrill,Dinner,Open Bars,Chipotle Vegan Chik'n Strips
1996,2023-03-10,Merrill,Dinner,Open Bars,Mac & Cheese Bar Condiments
1997,2023-03-10,Merrill,Dinner,Open Bars,Mac and Cheese Bar
1998,2023-03-10,Merrill,Dinner,Open Bars,Macaroni & Cheese
1999,2023-03-10,Merrill,Dinner,Open Bars,Steamed Broccoli
2000,2023-03-10,Merrill,Dinner,Open Bars,Vegan Macaroni & Cheese
2001,2023-03-10,Porter,Breakfast,Breakfast,Bob's Red Mill Gluten-Free Pancakes
2002,2023-03-10,Porter,Breakfast,Breakfast,Cajun Roasted Red Potatoes
2003,2023-03-10,Porter,Breakfast,Breakfast,Crispy Bacon
2004,2023-03-10,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
2005,2023-03-10,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
2006,2023-03-10,Porter,Breakfast,Breakfast,Soyrizo Tofu Scramble
2007,2023-03-10,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
2008,2023-03-10,Porter,Breakfast,Clean Plate,Steamed Rice
2009,2023-03-10,Porter,Breakfast,Bakery,House Baked Cinnamon Rolls
2010,2023-03-10,Porter,Breakfast,Bakery,Maple Pecan Breakfast Bar
2011,2023-03-10,Porter,Breakfast,Bakery,Strawberry Crunch Breakfast Bar
2012,2023-03-10,Porter,Lunch,Soups,Chicken Tortilla Soup
2013,2023-03-10,Porter,Lunch,Soups,Garden Vegetable Soup
2014,2023-03-10,Porter,Lunch,Entrees,Farfalle Pasta
2015,2023-03-10,Porter,Lunch,Entrees,Gluten Free Penne Pasta
2016,2023-03-10,Porter,Lunch,Entrees,Marinara Sauce
2017,2023-03-10,Porter,Lunch,Entrees,Roasted Garlic Oil
2018,2023-03-10,Porter,Lunch,Entrees,Sauteed Rainbow Chard with Garlic Oil
2019,2023-03-10,Porter,Lunch,Entrees,White Beans
2020,2023-03-10,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
2021,2023-03-10,Porter,Lunch,Grill,Tofu with Kosher Salt
2022,2023-03-10,Porter,Lunch,Pizza,Cheese Pizza
2023,2023-03-10,Porter,Lunch,Pizza,Combo Meat Pizza
2024,2023-03-10,Porter,Lunch,Clean Plate,Steamed Rice
2025,2023-03-10,Porter,Lunch,Open Bars,Bar Indian
2026,2023-03-10,Porter,Lunch,Open Bars,Basmati Rice Pullao
2027,2023-03-10,Porter,Lunch,Open Bars,Cauliflower Lentil Dal
2028,2023-03-10,Porter,Lunch,Open Bars,Chickpea Curry with Tomato and Kale
2029,2023-03-10,Porter,Lunch,Open Bars,Condiments
2030,2023-03-10,Porter,Lunch,Open Bars,Original Naan
2031,2023-03-10,Porter,Lunch,Open Bars,Potato Samosas
2032,2023-03-10,Porter,Lunch,Open Bars,Tandoori Chicken
2033,2023-03-10,Porter,Lunch,DH Baked,Sugar Cookie
2034,2023-03-10,Porter,Dinner,Soups,Chicken Tortilla Soup
2035,2023-03-10,Porter,Dinner,Soups,Garden Vegetable Soup
2036,2023-03-10,Porter,Dinner,Entrees,Italian Roasted Squash and Carrots
2037,2023-03-10,Porter,Dinner,Entrees,Soft Polenta
2038,2023-03-10,Porter,Dinner,Entrees,Sustainable Scampi with Tomato and Spinach
2039,2023-03-10,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
2040,2023-03-10,Porter,Dinner,Grill,Tofu with Kosher Salt
2041,2023-03-10,Porter,Dinner,Clean Plate,Steamed Rice
2042,2023-03-10,Porter,Dinner,Bakery,Chocolate Cream Pie
2043,2023-03-10,Porter,Dinner,Bakery,White Cake with Chocolate Frosting
2044,2023-03-10,Porter,Dinner,Open Bars,Beef For Pho
2045,2023-03-10,Porter,Dinner,Open Bars,Condiments
2046,2023-03-10,Porter,Dinner,Open Bars,Pho Rice Noodle
2047,2023-03-10,Porter,Dinner,Open Bars,Steamed Bok Choy
2048,2023-03-10,Porter,Dinner,Open Bars,Tofu For Pho
2049,2023-03-10,Porter,Dinner,Open Bars,Vietnamese Pho Broth
2050,2023-03-10,Porter,Dinner,Open Bars,Vietnamese Pho Noodle Bar
2051,2023-03-10,Porter,Late Night,Grill,Allergen Free Halal Chicken Thigh
2052,2023-03-10,Porter,Late Night,Grill,Halal Crispy Chicken Patty Sandwich
2053,2023-03-10,Porter,Late Night,Grill,Sidewinder Fry
2054,2023-03-10,Porter,Late Night,Grill,Tofu with Kosher Salt
2055,2023-03-10,Porter,Late Night,Pizza,Cheese Pizza
2056,2023-03-10,Porter,Late Night,Pizza,Combo Meat Pizza
2057,2023-03-10,Porter,Late Night,Open Bars,Beef For Pho
2058,2023-03-10,Porter,Late Night,Open Bars,Condiments
2059,2023-03-10,Porter,Late Night,Open Bars,Pho Rice Noodle
2060,2023-03-10,Porter,Late Night,Open Bars,Steamed Bok Choy
2061,2023-03-10,Porter,Late Night,Open Bars,Tofu For Pho
2062,2023-03-10,Porter,Late Night,Open Bars,Vietnamese Pho Broth
2063,2023-03-10,Porter,Late Night,Open Bars,Vietnamese Pho Noodle Bar
